Initial Cost	Cost	Total iterations	Partial iterations	k	lambda
189215.0	215193.0	9000	1000	25.0	0.01
189215.0	127338.0	9000	1000	25.0	0.1
189215.0	171803.0	9000	1000	25.0	1.0
189215.0	179111.0	9000	1000	125.0	0.001
189215.0	130106.0	9000	1000	125.0	0.01
189215.0	131952.0	9000	1000	125.0	0.1
189215.0	169262.0	9000	1000	125.0	1.0
189215.0	132833.0	10000	100	1.0	0.001
189215.0	145732.0	10000	100	1.0	0.01
189215.0	143285.0	10000	100	1.0	0.1
189215.0	172864.0	10000	100	1.0	1.0
189215.0	146974.0	10000	100	5.0	0.001
189215.0	139524.0	10000	100	5.0	0.01
189215.0	139802.0	10000	100	5.0	0.1
189215.0	172772.0	10000	100	5.0	1.0
189215.0	154975.0	10000	100	25.0	0.001
189215.0	137095.0	10000	100	25.0	0.01
189215.0	130242.0	10000	100	25.0	0.1
189215.0	185966.0	10000	100	25.0	1.0
189215.0	124735.0	10000	100	125.0	0.001
189215.0	179157.0	10000	100	125.0	0.01
189215.0	144047.0	10000	100	125.0	0.1
189215.0	223106.0	10000	100	125.0	1.0
189215.0	126491.0	10000	200	1.0	0.001
189215.0	125573.0	10000	200	1.0	0.01
189215.0	128476.0	10000	200	1.0	0.1
189215.0	176418.0	10000	200	1.0	1.0
189215.0	145874.0	10000	200	5.0	0.001
189215.0	130377.0	10000	200	5.0	0.01
189215.0	131982.0	10000	200	5.0	0.1
189215.0	183220.0	10000	200	5.0	1.0
189215.0	123658.0	10000	200	25.0	0.001
189215.0	131351.0	10000	200	25.0	0.01
189215.0	130978.0	10000	200	25.0	0.1
189215.0	172046.0	10000	200	25.0	1.0
189215.0	136477.0	10000	200	125.0	0.001
189215.0	141274.0	10000	200	125.0	0.01
189215.0	119753.0	10000	200	125.0	0.1
189215.0	165470.0	10000	200	125.0	1.0
189215.0	119989.0	10000	300	1.0	0.001
189215.0	123694.0	10000	300	1.0	0.01
189215.0	122107.0	10000	300	1.0	0.1
189215.0	164506.0	10000	300	1.0	1.0
189215.0	125086.0	10000	300	5.0	0.001
189215.0	139933.0	10000	300	5.0	0.01
189215.0	166446.0	10000	300	5.0	0.1
189215.0	193710.0	10000	300	5.0	1.0
189215.0	134052.0	10000	300	25.0	0.001
189215.0	158154.0	10000	300	25.0	0.01
189215.0	142642.0	10000	300	25.0	0.1
189215.0	192208.0	10000	300	25.0	1.0
189215.0	155571.0	10000	300	125.0	0.001
189215.0	145369.0	10000	300	125.0	0.01
189215.0	134348.0	10000	300	125.0	0.1
189215.0	164272.0	10000	300	125.0	1.0
189215.0	137972.0	10000	400	1.0	0.001
189215.0	128555.0	10000	400	1.0	0.01
189215.0	137821.0	10000	400	1.0	0.1
189215.0	174535.0	10000	400	1.0	1.0
189215.0	136141.0	10000	400	5.0	0.001
189215.0	127400.0	10000	400	5.0	0.01
189215.0	179711.0	10000	400	5.0	0.1
189215.0	186906.0	10000	400	5.0	1.0
189215.0	139963.0	10000	400	25.0	0.001
189215.0	159939.0	10000	400	25.0	0.01
189215.0	162723.0	10000	400	25.0	0.1
189215.0	199472.0	10000	400	25.0	1.0
189215.0	120287.0	10000	400	125.0	0.001
189215.0	131640.0	10000	400	125.0	0.01
189215.0	174502.0	10000	400	125.0	0.1
189215.0	183184.0	10000	400	125.0	1.0
189215.0	130244.0	10000	500	1.0	0.001
189215.0	184305.0	10000	500	1.0	0.01
189215.0	147208.0	10000	500	1.0	0.1
189215.0	156721.0	10000	500	1.0	1.0
189215.0	128258.0	10000	500	5.0	0.001
189215.0	130898.0	10000	500	5.0	0.01
189215.0	143389.0	10000	500	5.0	0.1
189215.0	179090.0	10000	500	5.0	1.0
189215.0	130197.0	10000	500	25.0	0.001
189215.0	123682.0	10000	500	25.0	0.01
189215.0	129112.0	10000	500	25.0	0.1
189215.0	179242.0	10000	500	25.0	1.0
189215.0	145748.0	10000	500	125.0	0.001
189215.0	183694.0	10000	500	125.0	0.01
189215.0	155674.0	10000	500	125.0	0.1
189215.0	165830.0	10000	500	125.0	1.0
189215.0	143005.0	10000	600	1.0	0.001
189215.0	125306.0	10000	600	1.0	0.01
189215.0	124243.0	10000	600	1.0	0.1
189215.0	170044.0	10000	600	1.0	1.0
189215.0	129261.0	10000	600	5.0	0.001
189215.0	130999.0	10000	600	5.0	0.01
189215.0	130386.0	10000	600	5.0	0.1
189215.0	206598.0	10000	600	5.0	1.0
189215.0	140744.0	10000	600	25.0	0.001
189215.0	140414.0	10000	600	25.0	0.01
189215.0	118379.0	10000	600	25.0	0.1
189215.0	176557.0	10000	600	25.0	1.0
189215.0	127348.0	10000	600	125.0	0.001
189215.0	138026.0	10000	600	125.0	0.01
189215.0	149903.0	10000	600	125.0	0.1
189215.0	162014.0	10000	600	125.0	1.0
189215.0	143053.0	10000	700	1.0	0.001
189215.0	126261.0	10000	700	1.0	0.01
189215.0	126405.0	10000	700	1.0	0.1
189215.0	162802.0	10000	700	1.0	1.0
189215.0	125149.0	10000	700	5.0	0.001
189215.0	132087.0	10000	700	5.0	0.01
189215.0	140595.0	10000	700	5.0	0.1
189215.0	178173.0	10000	700	5.0	1.0
189215.0	154319.0	10000	700	25.0	0.001
189215.0	121899.0	10000	700	25.0	0.01
189215.0	121155.0	10000	700	25.0	0.1
189215.0	169523.0	10000	700	25.0	1.0
189215.0	130740.0	10000	700	125.0	0.001
189215.0	130605.0	10000	700	125.0	0.01
189215.0	134304.0	10000	700	125.0	0.1
189215.0	223204.0	10000	700	125.0	1.0
189215.0	140095.0	10000	800	1.0	0.001
189215.0	141862.0	10000	800	1.0	0.01
189215.0	131459.0	10000	800	1.0	0.1
189215.0	188218.0	10000	800	1.0	1.0
189215.0	120015.0	10000	800	5.0	0.001
189215.0	196307.0	10000	800	5.0	0.01
189215.0	132630.0	10000	800	5.0	0.1
189215.0	171667.0	10000	800	5.0	1.0
189215.0	130079.0	10000	800	25.0	0.001
189215.0	126867.0	10000	800	25.0	0.01
189215.0	145704.0	10000	800	25.0	0.1
189215.0	178789.0	10000	800	25.0	1.0
189215.0	124029.0	10000	800	125.0	0.001
189215.0	132334.0	10000	800	125.0	0.01
189215.0	129383.0	10000	800	125.0	0.1
189215.0	177573.0	10000	800	125.0	1.0
189215.0	121202.0	10000	900	1.0	0.001
189215.0	141521.0	10000	900	1.0	0.01
189215.0	154168.0	10000	900	1.0	0.1
189215.0	170703.0	10000	900	1.0	1.0
189215.0	139643.0	10000	900	5.0	0.001
189215.0	143061.0	10000	900	5.0	0.01
189215.0	135781.0	10000	900	5.0	0.1
189215.0	167592.0	10000	900	5.0	1.0
189215.0	135961.0	10000	900	25.0	0.001
189215.0	129620.0	10000	900	25.0	0.01
189215.0	138354.0	10000	900	25.0	0.1
189215.0	192449.0	10000	900	25.0	1.0
189215.0	196759.0	10000	900	125.0	0.001
189215.0	120225.0	10000	900	125.0	0.01
189215.0	133135.0	10000	900	125.0	0.1
189215.0	160466.0	10000	900	125.0	1.0
189215.0	148769.0	10000	1000	1.0	0.001
189215.0	132852.0	10000	1000	1.0	0.01
189215.0	139476.0	10000	1000	1.0	0.1
189215.0	176689.0	10000	1000	1.0	1.0
189215.0	147463.0	10000	1000	5.0	0.001
189215.0	140917.0	10000	1000	5.0	0.01
189215.0	154841.0	10000	1000	5.0	0.1
189215.0	194518.0	10000	1000	5.0	1.0
189215.0	134147.0	10000	1000	25.0	0.001
189215.0	126948.0	10000	1000	25.0	0.01
189215.0	124803.0	10000	1000	25.0	0.1
189215.0	160222.0	10000	1000	25.0	1.0
189215.0	143463.0	10000	1000	125.0	0.001
189215.0	126235.0	10000	1000	125.0	0.01
189215.0	136364.0	10000	1000	125.0	0.1
189215.0	174840.0	10000	1000	125.0	1.0
330132.0	230082.0	1000	100	1.0	0.001
330132.0	253523.0	1000	100	1.0	0.01
330132.0	301390.0	1000	100	1.0	0.1
330132.0	264813.0	1000	100	1.0	1.0
330132.0	255780.0	1000	100	5.0	0.001
330132.0	262415.0	1000	100	5.0	0.01
330132.0	261664.0	1000	100	5.0	0.1
330132.0	255403.0	1000	100	5.0	1.0
330132.0	248857.0	1000	100	25.0	0.001
330132.0	273805.0	1000	100	25.0	0.01
330132.0	257254.0	1000	100	25.0	0.1
330132.0	264628.0	1000	100	25.0	1.0
330132.0	278794.0	1000	100	125.0	0.001
330132.0	251255.0	1000	100	125.0	0.01
330132.0	262209.0	1000	100	125.0	0.1
330132.0	290779.0	1000	100	125.0	1.0
330132.0	284586.0	1000	200	1.0	0.001
330132.0	252867.0	1000	200	1.0	0.01
330132.0	258820.0	1000	200	1.0	0.1
330132.0	254970.0	1000	200	1.0	1.0
330132.0	247163.0	1000	200	5.0	0.001
330132.0	287461.0	1000	200	5.0	0.01
330132.0	256268.0	1000	200	5.0	0.1
330132.0	303302.0	1000	200	5.0	1.0
330132.0	254529.0	1000	200	25.0	0.001
330132.0	260129.0	1000	200	25.0	0.01
330132.0	261539.0	1000	200	25.0	0.1
330132.0	257119.0	1000	200	25.0	1.0
330132.0	276655.0	1000	200	125.0	0.001
330132.0	257463.0	1000	200	125.0	0.01
330132.0	261660.0	1000	200	125.0	0.1
330132.0	308191.0	1000	200	125.0	1.0
330132.0	299015.0	1000	300	1.0	0.001
330132.0	258396.0	1000	300	1.0	0.01
330132.0	258651.0	1000	300	1.0	0.1
330132.0	260003.0	1000	300	1.0	1.0
330132.0	256752.0	1000	300	5.0	0.001
330132.0	257310.0	1000	300	5.0	0.01
330132.0	261791.0	1000	300	5.0	0.1
330132.0	308469.0	1000	300	5.0	1.0
330132.0	270351.0	1000	300	25.0	0.001
330132.0	248757.0	1000	300	25.0	0.01
330132.0	254349.0	1000	300	25.0	0.1
330132.0	266345.0	1000	300	25.0	1.0
330132.0	257778.0	1000	300	125.0	0.001
330132.0	251690.0	1000	300	125.0	0.01
330132.0	277129.0	1000	300	125.0	0.1
330132.0	268897.0	1000	300	125.0	1.0
330132.0	265377.0	1000	400	1.0	0.001
330132.0	243259.0	1000	400	1.0	0.01
330132.0	279969.0	1000	400	1.0	0.1
330132.0	278090.0	1000	400	1.0	1.0
330132.0	259241.0	1000	400	5.0	0.001
330132.0	272130.0	1000	400	5.0	0.01
330132.0	246968.0	1000	400	5.0	0.1
330132.0	264850.0	1000	400	5.0	1.0
330132.0	245715.0	1000	400	25.0	0.001
330132.0	254503.0	1000	400	25.0	0.01
330132.0	265813.0	1000	400	25.0	0.1
330132.0	261631.0	1000	400	25.0	1.0
330132.0	262728.0	1000	400	125.0	0.001
330132.0	252578.0	1000	400	125.0	0.01
330132.0	299484.0	1000	400	125.0	0.1
330132.0	291132.0	1000	400	125.0	1.0
330132.0	282373.0	1000	500	1.0	0.001
330132.0	250447.0	1000	500	1.0	0.01
330132.0	251769.0	1000	500	1.0	0.1
330132.0	255601.0	1000	500	1.0	1.0
330132.0	265503.0	1000	500	5.0	0.001
330132.0	250275.0	1000	500	5.0	0.01
330132.0	255388.0	1000	500	5.0	0.1
330132.0	253671.0	1000	500	5.0	1.0
330132.0	275574.0	1000	500	25.0	0.001
330132.0	245873.0	1000	500	25.0	0.01
330132.0	284552.0	1000	500	25.0	0.1
330132.0	265561.0	1000	500	25.0	1.0
330132.0	269815.0	1000	500	125.0	0.001
330132.0	251116.0	1000	500	125.0	0.01
330132.0	266248.0	1000	500	125.0	0.1
330132.0	262227.0	1000	500	125.0	1.0
330132.0	290030.0	1000	600	1.0	0.001
330132.0	287284.0	1000	600	1.0	0.01
330132.0	307288.0	1000	600	1.0	0.1
330132.0	319055.0	1000	600	1.0	1.0
330132.0	267050.0	1000	600	5.0	0.001
330132.0	297241.0	1000	600	5.0	0.01
330132.0	292688.0	1000	600	5.0	0.1
330132.0	243953.0	1000	600	5.0	1.0
330132.0	254484.0	1000	600	25.0	0.001
330132.0	283513.0	1000	600	25.0	0.01
330132.0	293077.0	1000	600	25.0	0.1
330132.0	269750.0	1000	600	25.0	1.0
330132.0	241191.0	1000	600	125.0	0.001
330132.0	287824.0	1000	600	125.0	0.01
330132.0	310734.0	1000	600	125.0	0.1
330132.0	270400.0	1000	600	125.0	1.0
330132.0	253358.0	1000	700	1.0	0.001
330132.0	281459.0	1000	700	1.0	0.01
330132.0	270520.0	1000	700	1.0	0.1
330132.0	258239.0	1000	700	1.0	1.0
330132.0	267493.0	1000	700	5.0	0.001
330132.0	269345.0	1000	700	5.0	0.01
330132.0	275769.0	1000	700	5.0	0.1
330132.0	268831.0	1000	700	5.0	1.0
330132.0	275706.0	1000	700	25.0	0.001
330132.0	252699.0	1000	700	25.0	0.01
330132.0	269945.0	1000	700	25.0	0.1
330132.0	251114.0	1000	700	25.0	1.0
330132.0	242220.0	1000	700	125.0	0.001
330132.0	273663.0	1000	700	125.0	0.01
330132.0	254616.0	1000	700	125.0	0.1
330132.0	248102.0	1000	700	125.0	1.0
330132.0	264356.0	1000	800	1.0	0.001
330132.0	273166.0	1000	800	1.0	0.01
330132.0	241254.0	1000	800	1.0	0.1
330132.0	293351.0	1000	800	1.0	1.0
330132.0	251591.0	1000	800	5.0	0.001
330132.0	242704.0	1000	800	5.0	0.01
330132.0	252691.0	1000	800	5.0	0.1
330132.0	285718.0	1000	800	5.0	1.0
330132.0	268007.0	1000	800	25.0	0.001
330132.0	327910.0	1000	800	25.0	0.01
330132.0	269943.0	1000	800	25.0	0.1
330132.0	269359.0	1000	800	25.0	1.0
330132.0	256417.0	1000	800	125.0	0.001
330132.0	323879.0	1000	800	125.0	0.01
330132.0	264459.0	1000	800	125.0	0.1
330132.0	259295.0	1000	800	125.0	1.0
330132.0	252210.0	1000	900	1.0	0.001
330132.0	249919.0	1000	900	1.0	0.01
330132.0	292686.0	1000	900	1.0	0.1
330132.0	275316.0	1000	900	1.0	1.0
330132.0	288710.0	1000	900	5.0	0.001
330132.0	269586.0	1000	900	5.0	0.01
330132.0	256838.0	1000	900	5.0	0.1
330132.0	257170.0	1000	900	5.0	1.0
330132.0	248547.0	1000	900	25.0	0.001
330132.0	279075.0	1000	900	25.0	0.01
330132.0	247387.0	1000	900	25.0	0.1
330132.0	273558.0	1000	900	25.0	1.0
330132.0	256135.0	1000	900	125.0	0.001
330132.0	250490.0	1000	900	125.0	0.01
330132.0	258922.0	1000	900	125.0	0.1
330132.0	264007.0	1000	900	125.0	1.0
330132.0	294173.0	1000	1000	1.0	0.001
330132.0	302710.0	1000	1000	1.0	0.01
330132.0	266212.0	1000	1000	1.0	0.1
330132.0	256532.0	1000	1000	1.0	1.0
330132.0	277685.0	1000	1000	5.0	0.001
330132.0	248432.0	1000	1000	5.0	0.01
330132.0	250338.0	1000	1000	5.0	0.1
330132.0	268163.0	1000	1000	5.0	1.0
330132.0	285551.0	1000	1000	25.0	0.001
330132.0	244832.0	1000	1000	25.0	0.01
330132.0	249908.0	1000	1000	25.0	0.1
330132.0	251903.0	1000	1000	25.0	1.0
330132.0	268277.0	1000	1000	125.0	0.001
330132.0	263209.0	1000	1000	125.0	0.01
330132.0	265384.0	1000	1000	125.0	0.1
330132.0	250989.0	1000	1000	125.0	1.0
330132.0	219483.0	2000	100	1.0	0.001
330132.0	246308.0	2000	100	1.0	0.01
330132.0	237890.0	2000	100	1.0	0.1
330132.0	280219.0	2000	100	1.0	1.0
330132.0	224356.0	2000	100	5.0	0.001
330132.0	249229.0	2000	100	5.0	0.01
330132.0	243649.0	2000	100	5.0	0.1
330132.0	269449.0	2000	100	5.0	1.0
330132.0	253389.0	2000	100	25.0	0.001
330132.0	243851.0	2000	100	25.0	0.01
330132.0	252253.0	2000	100	25.0	0.1
330132.0	271285.0	2000	100	25.0	1.0
330132.0	263257.0	2000	100	125.0	0.001
330132.0	219957.0	2000	100	125.0	0.01
330132.0	248877.0	2000	100	125.0	0.1
330132.0	254461.0	2000	100	125.0	1.0
330132.0	274926.0	2000	200	1.0	0.001
330132.0	307901.0	2000	200	1.0	0.01
330132.0	264832.0	2000	200	1.0	0.1
330132.0	246901.0	2000	200	1.0	1.0
330132.0	268361.0	2000	200	5.0	0.001
330132.0	240621.0	2000	200	5.0	0.01
330132.0	247947.0	2000	200	5.0	0.1
330132.0	266851.0	2000	200	5.0	1.0
330132.0	237531.0	2000	200	25.0	0.001
330132.0	234558.0	2000	200	25.0	0.01
330132.0	243026.0	2000	200	25.0	0.1
330132.0	279630.0	2000	200	25.0	1.0
330132.0	223798.0	2000	200	125.0	0.001
330132.0	242998.0	2000	200	125.0	0.01
330132.0	216543.0	2000	200	125.0	0.1
330132.0	266644.0	2000	200	125.0	1.0
330132.0	257615.0	2000	300	1.0	0.001
330132.0	228464.0	2000	300	1.0	0.01
330132.0	242928.0	2000	300	1.0	0.1
330132.0	257091.0	2000	300	1.0	1.0
330132.0	230705.0	2000	300	5.0	0.001
330132.0	238148.0	2000	300	5.0	0.01
330132.0	230502.0	2000	300	5.0	0.1
330132.0	264858.0	2000	300	5.0	1.0
330132.0	217591.0	2000	300	25.0	0.001
330132.0	263359.0	2000	300	25.0	0.01
330132.0	215084.0	2000	300	25.0	0.1
330132.0	256615.0	2000	300	25.0	1.0
330132.0	225552.0	2000	300	125.0	0.001
330132.0	306454.0	2000	300	125.0	0.01
330132.0	263421.0	2000	300	125.0	0.1
330132.0	261594.0	2000	300	125.0	1.0
330132.0	243755.0	2000	400	1.0	0.001
330132.0	222640.0	2000	400	1.0	0.01
330132.0	224688.0	2000	400	1.0	0.1
330132.0	277769.0	2000	400	1.0	1.0
330132.0	244519.0	2000	400	5.0	0.001
330132.0	227875.0	2000	400	5.0	0.01
330132.0	225475.0	2000	400	5.0	0.1
330132.0	266453.0	2000	400	5.0	1.0
330132.0	224332.0	2000	400	25.0	0.001
330132.0	232892.0	2000	400	25.0	0.01
330132.0	236703.0	2000	400	25.0	0.1
330132.0	282537.0	2000	400	25.0	1.0
330132.0	229029.0	2000	400	125.0	0.001
330132.0	278606.0	2000	400	125.0	0.01
330132.0	222423.0	2000	400	125.0	0.1
330132.0	256227.0	2000	400	125.0	1.0
330132.0	240249.0	2000	500	1.0	0.001
330132.0	250339.0	2000	500	1.0	0.01
330132.0	233220.0	2000	500	1.0	0.1
330132.0	270236.0	2000	500	1.0	1.0
330132.0	239069.0	2000	500	5.0	0.001
330132.0	230259.0	2000	500	5.0	0.01
330132.0	248571.0	2000	500	5.0	0.1
330132.0	336822.0	2000	500	5.0	1.0
330132.0	284721.0	2000	500	25.0	0.001
330132.0	259299.0	2000	500	25.0	0.01
330132.0	247238.0	2000	500	25.0	0.1
330132.0	260842.0	2000	500	25.0	1.0
330132.0	264997.0	2000	500	125.0	0.001
330132.0	290049.0	2000	500	125.0	0.01
330132.0	251403.0	2000	500	125.0	0.1
330132.0	280482.0	2000	500	125.0	1.0
330132.0	220047.0	2000	600	1.0	0.001
330132.0	222222.0	2000	600	1.0	0.01
330132.0	224401.0	2000	600	1.0	0.1
330132.0	249037.0	2000	600	1.0	1.0
330132.0	212095.0	2000	600	5.0	0.001
330132.0	226226.0	2000	600	5.0	0.01
330132.0	237447.0	2000	600	5.0	0.1
330132.0	221056.0	2000	600	5.0	1.0
330132.0	294956.0	2000	600	25.0	0.001
330132.0	231221.0	2000	600	25.0	0.01
330132.0	222779.0	2000	600	25.0	0.1
330132.0	237062.0	2000	600	25.0	1.0
330132.0	246672.0	2000	600	125.0	0.001
330132.0	231383.0	2000	600	125.0	0.01
330132.0	245316.0	2000	600	125.0	0.1
330132.0	282359.0	2000	600	125.0	1.0
330132.0	209879.0	2000	700	1.0	0.001
330132.0	235002.0	2000	700	1.0	0.01
330132.0	236309.0	2000	700	1.0	0.1
330132.0	262508.0	2000	700	1.0	1.0
330132.0	225355.0	2000	700	5.0	0.001
330132.0	236375.0	2000	700	5.0	0.01
330132.0	232997.0	2000	700	5.0	0.1
330132.0	229925.0	2000	700	5.0	1.0
330132.0	266458.0	2000	700	25.0	0.001
330132.0	257045.0	2000	700	25.0	0.01
330132.0	257723.0	2000	700	25.0	0.1
330132.0	226541.0	2000	700	25.0	1.0
330132.0	218911.0	2000	700	125.0	0.001
330132.0	251511.0	2000	700	125.0	0.01
330132.0	232363.0	2000	700	125.0	0.1
330132.0	241128.0	2000	700	125.0	1.0
330132.0	224073.0	2000	800	1.0	0.001
330132.0	239433.0	2000	800	1.0	0.01
330132.0	221603.0	2000	800	1.0	0.1
330132.0	241912.0	2000	800	1.0	1.0
330132.0	229683.0	2000	800	5.0	0.001
330132.0	267776.0	2000	800	5.0	0.01
330132.0	344276.0	2000	800	5.0	0.1
330132.0	282077.0	2000	800	5.0	1.0
330132.0	244357.0	2000	800	25.0	0.001
330132.0	237745.0	2000	800	25.0	0.01
330132.0	228725.0	2000	800	25.0	0.1
330132.0	259537.0	2000	800	25.0	1.0
330132.0	221042.0	2000	800	125.0	0.001
330132.0	248183.0	2000	800	125.0	0.01
330132.0	241369.0	2000	800	125.0	0.1
330132.0	261380.0	2000	800	125.0	1.0
330132.0	228165.0	2000	900	1.0	0.001
330132.0	241426.0	2000	900	1.0	0.01
330132.0	229742.0	2000	900	1.0	0.1
330132.0	250699.0	2000	900	1.0	1.0
330132.0	228808.0	2000	900	5.0	0.001
330132.0	220947.0	2000	900	5.0	0.01
330132.0	228979.0	2000	900	5.0	0.1
330132.0	246553.0	2000	900	5.0	1.0
330132.0	248221.0	2000	900	25.0	0.001
330132.0	227309.0	2000	900	25.0	0.01
330132.0	216958.0	2000	900	25.0	0.1
330132.0	283098.0	2000	900	25.0	1.0
330132.0	246074.0	2000	900	125.0	0.001
330132.0	221022.0	2000	900	125.0	0.01
330132.0	241038.0	2000	900	125.0	0.1
330132.0	264902.0	2000	900	125.0	1.0
330132.0	230130.0	2000	1000	1.0	0.001
330132.0	260012.0	2000	1000	1.0	0.01
330132.0	265380.0	2000	1000	1.0	0.1
330132.0	256477.0	2000	1000	1.0	1.0
330132.0	227828.0	2000	1000	5.0	0.001
330132.0	245797.0	2000	1000	5.0	0.01
330132.0	241245.0	2000	1000	5.0	0.1
330132.0	286348.0	2000	1000	5.0	1.0
330132.0	229546.0	2000	1000	25.0	0.001
330132.0	238382.0	2000	1000	25.0	0.01
330132.0	208674.0	2000	1000	25.0	0.1
330132.0	245422.0	2000	1000	25.0	1.0
330132.0	234743.0	2000	1000	125.0	0.001
330132.0	236946.0	2000	1000	125.0	0.01
330132.0	234029.0	2000	1000	125.0	0.1
330132.0	255417.0	2000	1000	125.0	1.0
330132.0	209924.0	3000	100	1.0	0.001
330132.0	237800.0	3000	100	1.0	0.01
330132.0	246914.0	3000	100	1.0	0.1
330132.0	251976.0	3000	100	1.0	1.0
330132.0	205785.0	3000	100	5.0	0.001
330132.0	249940.0	3000	100	5.0	0.01
330132.0	215238.0	3000	100	5.0	0.1
330132.0	260485.0	3000	100	5.0	1.0
330132.0	217507.0	3000	100	25.0	0.001
330132.0	219393.0	3000	100	25.0	0.01
330132.0	214018.0	3000	100	25.0	0.1
330132.0	273159.0	3000	100	25.0	1.0
330132.0	265128.0	3000	100	125.0	0.001
330132.0	211651.0	3000	100	125.0	0.01
330132.0	213310.0	3000	100	125.0	0.1
330132.0	250599.0	3000	100	125.0	1.0
330132.0	197420.0	3000	200	1.0	0.001
330132.0	220721.0	3000	200	1.0	0.01
330132.0	210534.0	3000	200	1.0	0.1
330132.0	288856.0	3000	200	1.0	1.0
330132.0	207082.0	3000	200	5.0	0.001
330132.0	215841.0	3000	200	5.0	0.01
330132.0	215123.0	3000	200	5.0	0.1
330132.0	278376.0	3000	200	5.0	1.0
330132.0	205025.0	3000	200	25.0	0.001
330132.0	262114.0	3000	200	25.0	0.01
330132.0	218405.0	3000	200	25.0	0.1
330132.0	274724.0	3000	200	25.0	1.0
330132.0	217930.0	3000	200	125.0	0.001
330132.0	221546.0	3000	200	125.0	0.01
330132.0	237818.0	3000	200	125.0	0.1
330132.0	255228.0	3000	200	125.0	1.0
330132.0	220083.0	3000	300	1.0	0.001
330132.0	247718.0	3000	300	1.0	0.01
330132.0	212909.0	3000	300	1.0	0.1
330132.0	288528.0	3000	300	1.0	1.0
330132.0	219856.0	3000	300	5.0	0.001
330132.0	230346.0	3000	300	5.0	0.01
330132.0	225223.0	3000	300	5.0	0.1
330132.0	316907.0	3000	300	5.0	1.0
330132.0	201605.0	3000	300	25.0	0.001
330132.0	223340.0	3000	300	25.0	0.01
330132.0	259804.0	3000	300	25.0	0.1
330132.0	263335.0	3000	300	25.0	1.0
330132.0	219610.0	3000	300	125.0	0.001
330132.0	223895.0	3000	300	125.0	0.01
330132.0	205413.0	3000	300	125.0	0.1
330132.0	249271.0	3000	300	125.0	1.0
330132.0	212773.0	3000	400	1.0	0.001
330132.0	219121.0	3000	400	1.0	0.01
330132.0	203067.0	3000	400	1.0	0.1
330132.0	268712.0	3000	400	1.0	1.0
330132.0	223214.0	3000	400	5.0	0.001
330132.0	212311.0	3000	400	5.0	0.01
330132.0	225263.0	3000	400	5.0	0.1
330132.0	285747.0	3000	400	5.0	1.0
330132.0	246262.0	3000	400	25.0	0.001
330132.0	250330.0	3000	400	25.0	0.01
330132.0	210577.0	3000	400	25.0	0.1
330132.0	257506.0	3000	400	25.0	1.0
330132.0	279150.0	3000	400	125.0	0.001
330132.0	216148.0	3000	400	125.0	0.01
330132.0	222427.0	3000	400	125.0	0.1
330132.0	273095.0	3000	400	125.0	1.0
330132.0	282659.0	3000	500	1.0	0.001
330132.0	217223.0	3000	500	1.0	0.01
330132.0	216095.0	3000	500	1.0	0.1
330132.0	284569.0	3000	500	1.0	1.0
330132.0	243467.0	3000	500	5.0	0.001
330132.0	240174.0	3000	500	5.0	0.01
330132.0	208703.0	3000	500	5.0	0.1
330132.0	277981.0	3000	500	5.0	1.0
330132.0	211510.0	3000	500	25.0	0.001
330132.0	241776.0	3000	500	25.0	0.01
330132.0	237278.0	3000	500	25.0	0.1
330132.0	248725.0	3000	500	25.0	1.0
330132.0	246940.0	3000	500	125.0	0.001
330132.0	254104.0	3000	500	125.0	0.01
330132.0	230915.0	3000	500	125.0	0.1
330132.0	266568.0	3000	500	125.0	1.0
330132.0	219543.0	3000	600	1.0	0.001
330132.0	206841.0	3000	600	1.0	0.01
330132.0	234408.0	3000	600	1.0	0.1
330132.0	233549.0	3000	600	1.0	1.0
330132.0	223176.0	3000	600	5.0	0.001
330132.0	260692.0	3000	600	5.0	0.01
330132.0	213424.0	3000	600	5.0	0.1
330132.0	239497.0	3000	600	5.0	1.0
330132.0	248666.0	3000	600	25.0	0.001
330132.0	216606.0	3000	600	25.0	0.01
330132.0	204455.0	3000	600	25.0	0.1
330132.0	266505.0	3000	600	25.0	1.0
330132.0	219445.0	3000	600	125.0	0.001
330132.0	232786.0	3000	600	125.0	0.01
330132.0	213055.0	3000	600	125.0	0.1
330132.0	248636.0	3000	600	125.0	1.0
330132.0	218784.0	3000	700	1.0	0.001
330132.0	223243.0	3000	700	1.0	0.01
330132.0	276354.0	3000	700	1.0	0.1
330132.0	259761.0	3000	700	1.0	1.0
330132.0	211840.0	3000	700	5.0	0.001
330132.0	217202.0	3000	700	5.0	0.01
330132.0	256479.0	3000	700	5.0	0.1
330132.0	254863.0	3000	700	5.0	1.0
330132.0	234993.0	3000	700	25.0	0.001
330132.0	253350.0	3000	700	25.0	0.01
330132.0	252348.0	3000	700	25.0	0.1
330132.0	230696.0	3000	700	25.0	1.0
330132.0	224649.0	3000	700	125.0	0.001
330132.0	208523.0	3000	700	125.0	0.01
330132.0	248995.0	3000	700	125.0	0.1
330132.0	255833.0	3000	700	125.0	1.0
330132.0	228074.0	3000	800	1.0	0.001
330132.0	225941.0	3000	800	1.0	0.01
330132.0	266987.0	3000	800	1.0	0.1
330132.0	259037.0	3000	800	1.0	1.0
330132.0	237805.0	3000	800	5.0	0.001
330132.0	211997.0	3000	800	5.0	0.01
