Initial Cost	Cost	Total iterations	Partial iterations	k	lambda
372905.0	210609.0	7000	600	5.0	0.001
372905.0	214886.0	7000	600	5.0	0.01
372905.0	222135.0	7000	600	5.0	0.1
372905.0	288075.0	7000	600	5.0	1.0
372905.0	222088.0	7000	600	25.0	0.001
372905.0	259246.0	7000	600	25.0	0.01
372905.0	295053.0	7000	600	25.0	0.1
372905.0	293720.0	7000	600	25.0	1.0
372905.0	220644.0	7000	600	125.0	0.001
372905.0	196909.0	7000	600	125.0	0.01
372905.0	221101.0	7000	600	125.0	0.1
372905.0	283278.0	7000	600	125.0	1.0
372905.0	275954.0	7000	700	1.0	0.001
372905.0	208276.0	7000	700	1.0	0.01
372905.0	210532.0	7000	700	1.0	0.1
372905.0	285197.0	7000	700	1.0	1.0
372905.0	222714.0	7000	700	5.0	0.001
372905.0	222362.0	7000	700	5.0	0.01
372905.0	213438.0	7000	700	5.0	0.1
372905.0	291153.0	7000	700	5.0	1.0
372905.0	210165.0	7000	700	25.0	0.001
372905.0	205624.0	7000	700	25.0	0.01
372905.0	216460.0	7000	700	25.0	0.1
372905.0	258034.0	7000	700	25.0	1.0
372905.0	223285.0	7000	700	125.0	0.001
372905.0	231313.0	7000	700	125.0	0.01
372905.0	212194.0	7000	700	125.0	0.1
372905.0	302305.0	7000	700	125.0	1.0
372905.0	212893.0	7000	800	1.0	0.001
372905.0	227089.0	7000	800	1.0	0.01
372905.0	217660.0	7000	800	1.0	0.1
372905.0	293449.0	7000	800	1.0	1.0
372905.0	309675.0	7000	800	5.0	0.001
372905.0	220283.0	7000	800	5.0	0.01
372905.0	201410.0	7000	800	5.0	0.1
372905.0	340080.0	7000	800	5.0	1.0
372905.0	219577.0	7000	800	25.0	0.001
372905.0	208604.0	7000	800	25.0	0.01
372905.0	226738.0	7000	800	25.0	0.1
372905.0	304201.0	7000	800	25.0	1.0
372905.0	208726.0	7000	800	125.0	0.001
372905.0	224412.0	7000	800	125.0	0.01
372905.0	220154.0	7000	800	125.0	0.1
372905.0	298179.0	7000	800	125.0	1.0
372905.0	247087.0	7000	900	1.0	0.001
372905.0	222794.0	7000	900	1.0	0.01
372905.0	224598.0	7000	900	1.0	0.1
372905.0	304674.0	7000	900	1.0	1.0
372905.0	214413.0	7000	900	5.0	0.001
372905.0	233528.0	7000	900	5.0	0.01
372905.0	216067.0	7000	900	5.0	0.1
372905.0	314342.0	7000	900	5.0	1.0
372905.0	211853.0	7000	900	25.0	0.001
372905.0	215107.0	7000	900	25.0	0.01
372905.0	211975.0	7000	900	25.0	0.1
372905.0	303899.0	7000	900	25.0	1.0
372905.0	203322.0	7000	900	125.0	0.001
372905.0	235999.0	7000	900	125.0	0.01
372905.0	214196.0	7000	900	125.0	0.1
372905.0	280206.0	7000	900	125.0	1.0
372905.0	220924.0	7000	1000	1.0	0.001
372905.0	213717.0	7000	1000	1.0	0.01
372905.0	225042.0	7000	1000	1.0	0.1
372905.0	296968.0	7000	1000	1.0	1.0
372905.0	209462.0	7000	1000	5.0	0.001
372905.0	215238.0	7000	1000	5.0	0.01
372905.0	239019.0	7000	1000	5.0	0.1
372905.0	306998.0	7000	1000	5.0	1.0
372905.0	228470.0	7000	1000	25.0	0.001
372905.0	221813.0	7000	1000	25.0	0.01
372905.0	208527.0	7000	1000	25.0	0.1
372905.0	272971.0	7000	1000	25.0	1.0
372905.0	223748.0	7000	1000	125.0	0.001
372905.0	221351.0	7000	1000	125.0	0.01
372905.0	234128.0	7000	1000	125.0	0.1
372905.0	295145.0	7000	1000	125.0	1.0
372905.0	201191.0	8000	100	1.0	0.001
372905.0	239590.0	8000	100	1.0	0.01
372905.0	207690.0	8000	100	1.0	0.1
372905.0	290122.0	8000	100	1.0	1.0
372905.0	245981.0	8000	100	5.0	0.001
372905.0	212499.0	8000	100	5.0	0.01
372905.0	205213.0	8000	100	5.0	0.1
372905.0	277781.0	8000	100	5.0	1.0
372905.0	206207.0	8000	100	25.0	0.001
372905.0	227661.0	8000	100	25.0	0.01
372905.0	212245.0	8000	100	25.0	0.1
372905.0	286008.0	8000	100	25.0	1.0
372905.0	211532.0	8000	100	125.0	0.001
372905.0	249881.0	8000	100	125.0	0.01
372905.0	213503.0	8000	100	125.0	0.1
372905.0	283993.0	8000	100	125.0	1.0
372905.0	210249.0	8000	200	1.0	0.001
372905.0	230099.0	8000	200	1.0	0.01
372905.0	210957.0	8000	200	1.0	0.1
372905.0	284818.0	8000	200	1.0	1.0
372905.0	207234.0	8000	200	5.0	0.001
372905.0	208443.0	8000	200	5.0	0.01
372905.0	239828.0	8000	200	5.0	0.1
372905.0	306962.0	8000	200	5.0	1.0
372905.0	298797.0	8000	200	25.0	0.001
372905.0	228125.0	8000	200	25.0	0.01
372905.0	219943.0	8000	200	25.0	0.1
372905.0	307827.0	8000	200	25.0	1.0
372905.0	198093.0	8000	200	125.0	0.001
372905.0	193579.0	8000	200	125.0	0.01
372905.0	215981.0	8000	200	125.0	0.1
372905.0	311503.0	8000	200	125.0	1.0
372905.0	236184.0	8000	300	1.0	0.001
372905.0	205025.0	8000	300	1.0	0.01
372905.0	211815.0	8000	300	1.0	0.1
372905.0	300007.0	8000	300	1.0	1.0
372905.0	213508.0	8000	300	5.0	0.001
372905.0	218911.0	8000	300	5.0	0.01
372905.0	218903.0	8000	300	5.0	0.1
372905.0	313848.0	8000	300	5.0	1.0
372905.0	235572.0	8000	300	25.0	0.001
372905.0	207756.0	8000	300	25.0	0.01
372905.0	236928.0	8000	300	25.0	0.1
372905.0	319779.0	8000	300	25.0	1.0
372905.0	196652.0	8000	300	125.0	0.001
372905.0	225932.0	8000	300	125.0	0.01
372905.0	243522.0	8000	300	125.0	0.1
372905.0	281408.0	8000	300	125.0	1.0
372905.0	215099.0	8000	400	1.0	0.001
372905.0	200079.0	8000	400	1.0	0.01
372905.0	238270.0	8000	400	1.0	0.1
372905.0	296779.0	8000	400	1.0	1.0
372905.0	223016.0	8000	400	5.0	0.001
372905.0	270212.0	8000	400	5.0	0.01
372905.0	225396.0	8000	400	5.0	0.1
372905.0	292646.0	8000	400	5.0	1.0
372905.0	209780.0	8000	400	25.0	0.001
372905.0	216019.0	8000	400	25.0	0.01
372905.0	243443.0	8000	400	25.0	0.1
372905.0	283411.0	8000	400	25.0	1.0
372905.0	246209.0	8000	400	125.0	0.001
372905.0	260970.0	8000	400	125.0	0.01
372905.0	222989.0	8000	400	125.0	0.1
372905.0	283699.0	8000	400	125.0	1.0
372905.0	201590.0	8000	500	1.0	0.001
372905.0	207644.0	8000	500	1.0	0.01
372905.0	224019.0	8000	500	1.0	0.1
372905.0	290239.0	8000	500	1.0	1.0
372905.0	220580.0	8000	500	5.0	0.001
372905.0	203455.0	8000	500	5.0	0.01
372905.0	220405.0	8000	500	5.0	0.1
372905.0	331350.0	8000	500	5.0	1.0
372905.0	228701.0	8000	500	25.0	0.001
372905.0	286916.0	8000	500	25.0	0.01
372905.0	232855.0	8000	500	25.0	0.1
372905.0	276605.0	8000	500	25.0	1.0
372905.0	206857.0	8000	500	125.0	0.001
372905.0	232048.0	8000	500	125.0	0.01
372905.0	223114.0	8000	500	125.0	0.1
372905.0	296330.0	8000	500	125.0	1.0
372905.0	222594.0	8000	600	1.0	0.001
372905.0	210255.0	8000	600	1.0	0.01
372905.0	214689.0	8000	600	1.0	0.1
372905.0	291680.0	8000	600	1.0	1.0
372905.0	207128.0	8000	600	5.0	0.001
372905.0	309213.0	8000	600	5.0	0.01
372905.0	230153.0	8000	600	5.0	0.1
372905.0	277237.0	8000	600	5.0	1.0
372905.0	241451.0	8000	600	25.0	0.001
372905.0	239721.0	8000	600	25.0	0.01
372905.0	262262.0	8000	600	25.0	0.1
372905.0	275226.0	8000	600	25.0	1.0
372905.0	200413.0	8000	600	125.0	0.001
372905.0	216920.0	8000	600	125.0	0.01
372905.0	202868.0	8000	600	125.0	0.1
372905.0	292718.0	8000	600	125.0	1.0
372905.0	224197.0	8000	700	1.0	0.001
372905.0	225481.0	8000	700	1.0	0.01
372905.0	227762.0	8000	700	1.0	0.1
372905.0	255287.0	8000	700	1.0	1.0
372905.0	214906.0	8000	700	5.0	0.001
372905.0	202582.0	8000	700	5.0	0.01
372905.0	252355.0	8000	700	5.0	0.1
372905.0	293445.0	8000	700	5.0	1.0
372905.0	217904.0	8000	700	25.0	0.001
372905.0	300369.0	8000	700	25.0	0.01
372905.0	199221.0	8000	700	25.0	0.1
372905.0	296232.0	8000	700	25.0	1.0
372905.0	206485.0	8000	700	125.0	0.001
372905.0	239721.0	8000	700	125.0	0.01
372905.0	245682.0	8000	700	125.0	0.1
372905.0	261909.0	8000	700	125.0	1.0
372905.0	201939.0	8000	800	1.0	0.001
372905.0	207799.0	8000	800	1.0	0.01
372905.0	215139.0	8000	800	1.0	0.1
372905.0	291178.0	8000	800	1.0	1.0
372905.0	217604.0	8000	800	5.0	0.001
372905.0	211063.0	8000	800	5.0	0.01
372905.0	207342.0	8000	800	5.0	0.1
372905.0	289191.0	8000	800	5.0	1.0
372905.0	206447.0	8000	800	25.0	0.001
372905.0	223481.0	8000	800	25.0	0.01
372905.0	210807.0	8000	800	25.0	0.1
372905.0	306741.0	8000	800	25.0	1.0
372905.0	223300.0	8000	800	125.0	0.001
372905.0	215279.0	8000	800	125.0	0.01
372905.0	229467.0	8000	800	125.0	0.1
372905.0	282247.0	8000	800	125.0	1.0
372905.0	210674.0	8000	900	1.0	0.001
372905.0	226565.0	8000	900	1.0	0.01
372905.0	200141.0	8000	900	1.0	0.1
372905.0	295426.0	8000	900	1.0	1.0
372905.0	217683.0	8000	900	5.0	0.001
372905.0	204877.0	8000	900	5.0	0.01
372905.0	213350.0	8000	900	5.0	0.1
372905.0	282163.0	8000	900	5.0	1.0
372905.0	217657.0	8000	900	25.0	0.001
372905.0	218586.0	8000	900	25.0	0.01
372905.0	206550.0	8000	900	25.0	0.1
372905.0	277447.0	8000	900	25.0	1.0
372905.0	217873.0	8000	900	125.0	0.001
372905.0	204894.0	8000	900	125.0	0.01
372905.0	224279.0	8000	900	125.0	0.1
372905.0	294879.0	8000	900	125.0	1.0
372905.0	206299.0	8000	1000	1.0	0.001
372905.0	218769.0	8000	1000	1.0	0.01
372905.0	249377.0	8000	1000	1.0	0.1
372905.0	292042.0	8000	1000	1.0	1.0
372905.0	221250.0	8000	1000	5.0	0.001
372905.0	196522.0	8000	1000	5.0	0.01
372905.0	265294.0	8000	1000	5.0	0.1
372905.0	290606.0	8000	1000	5.0	1.0
372905.0	212311.0	8000	1000	25.0	0.001
372905.0	216287.0	8000	1000	25.0	0.01
372905.0	270576.0	8000	1000	25.0	0.1
372905.0	310915.0	8000	1000	25.0	1.0
372905.0	220966.0	8000	1000	125.0	0.001
372905.0	233426.0	8000	1000	125.0	0.01
372905.0	205712.0	8000	1000	125.0	0.1
372905.0	286330.0	8000	1000	125.0	1.0
372905.0	199870.0	9000	100	1.0	0.001
372905.0	208011.0	9000	100	1.0	0.01
372905.0	211250.0	9000	100	1.0	0.1
372905.0	308366.0	9000	100	1.0	1.0
372905.0	205311.0	9000	100	5.0	0.001
372905.0	212129.0	9000	100	5.0	0.01
372905.0	212628.0	9000	100	5.0	0.1
372905.0	279305.0	9000	100	5.0	1.0
372905.0	213877.0	9000	100	25.0	0.001
372905.0	207582.0	9000	100	25.0	0.01
372905.0	226465.0	9000	100	25.0	0.1
372905.0	325419.0	9000	100	25.0	1.0
372905.0	213040.0	9000	100	125.0	0.001
372905.0	206246.0	9000	100	125.0	0.01
372905.0	224933.0	9000	100	125.0	0.1
372905.0	302747.0	9000	100	125.0	1.0
372905.0	209575.0	9000	200	1.0	0.001
372905.0	260101.0	9000	200	1.0	0.01
372905.0	223816.0	9000	200	1.0	0.1
372905.0	298802.0	9000	200	1.0	1.0
372905.0	208404.0	9000	200	5.0	0.001
372905.0	201611.0	9000	200	5.0	0.01
372905.0	276916.0	9000	200	5.0	0.1
372905.0	283741.0	9000	200	5.0	1.0
372905.0	216625.0	9000	200	25.0	0.001
372905.0	255287.0	9000	200	25.0	0.01
372905.0	232231.0	9000	200	25.0	0.1
372905.0	312169.0	9000	200	25.0	1.0
372905.0	212454.0	9000	200	125.0	0.001
372905.0	215755.0	9000	200	125.0	0.01
372905.0	211631.0	9000	200	125.0	0.1
372905.0	280187.0	9000	200	125.0	1.0
372905.0	211268.0	9000	300	1.0	0.001
372905.0	232495.0	9000	300	1.0	0.01
372905.0	213290.0	9000	300	1.0	0.1
372905.0	287990.0	9000	300	1.0	1.0
372905.0	257597.0	9000	300	5.0	0.001
372905.0	252453.0	9000	300	5.0	0.01
372905.0	211606.0	9000	300	5.0	0.1
372905.0	346943.0	9000	300	5.0	1.0
372905.0	208589.0	9000	300	25.0	0.001
372905.0	212482.0	9000	300	25.0	0.01
372905.0	258275.0	9000	300	25.0	0.1
372905.0	275490.0	9000	300	25.0	1.0
372905.0	199600.0	9000	300	125.0	0.001
372905.0	203604.0	9000	300	125.0	0.01
372905.0	238465.0	9000	300	125.0	0.1
372905.0	310701.0	9000	300	125.0	1.0
372905.0	228552.0	9000	400	1.0	0.001
372905.0	214448.0	9000	400	1.0	0.01
372905.0	212153.0	9000	400	1.0	0.1
372905.0	289220.0	9000	400	1.0	1.0
372905.0	200858.0	9000	400	5.0	0.001
372905.0	214549.0	9000	400	5.0	0.01
372905.0	211225.0	9000	400	5.0	0.1
372905.0	311041.0	9000	400	5.0	1.0
372905.0	208917.0	9000	400	25.0	0.001
372905.0	211826.0	9000	400	25.0	0.01
372905.0	215905.0	9000	400	25.0	0.1
372905.0	326466.0	9000	400	25.0	1.0
372905.0	231515.0	9000	400	125.0	0.001
372905.0	255029.0	9000	400	125.0	0.01
372905.0	209747.0	9000	400	125.0	0.1
372905.0	305498.0	9000	400	125.0	1.0
372905.0	203891.0	9000	500	1.0	0.001
372905.0	230247.0	9000	500	1.0	0.01
372905.0	249290.0	9000	500	1.0	0.1
372905.0	302145.0	9000	500	1.0	1.0
372905.0	216622.0	9000	500	5.0	0.001
372905.0	235608.0	9000	500	5.0	0.01
372905.0	213259.0	9000	500	5.0	0.1
372905.0	279423.0	9000	500	5.0	1.0
372905.0	211338.0	9000	500	25.0	0.001
372905.0	208666.0	9000	500	25.0	0.01
372905.0	241829.0	9000	500	25.0	0.1
372905.0	294634.0	9000	500	25.0	1.0
372905.0	216407.0	9000	500	125.0	0.001
372905.0	202931.0	9000	500	125.0	0.01
372905.0	211502.0	9000	500	125.0	0.1
372905.0	268498.0	9000	500	125.0	1.0
372905.0	204096.0	9000	600	1.0	0.001
372905.0	197190.0	9000	600	1.0	0.01
372905.0	206535.0	9000	600	1.0	0.1
372905.0	278401.0	9000	600	1.0	1.0
372905.0	249570.0	9000	600	5.0	0.001
372905.0	273484.0	9000	600	5.0	0.01
372905.0	222862.0	9000	600	5.0	0.1
372905.0	272680.0	9000	600	5.0	1.0
372905.0	214310.0	9000	600	25.0	0.001
372905.0	223484.0	9000	600	25.0	0.01
372905.0	214306.0	9000	600	25.0	0.1
372905.0	264998.0	9000	600	25.0	1.0
372905.0	210954.0	9000	600	125.0	0.001
372905.0	212401.0	9000	600	125.0	0.01
372905.0	216615.0	9000	600	125.0	0.1
372905.0	262735.0	9000	600	125.0	1.0
372905.0	209425.0	9000	700	1.0	0.001
372905.0	258288.0	9000	700	1.0	0.01
372905.0	200758.0	9000	700	1.0	0.1
372905.0	277830.0	9000	700	1.0	1.0
372905.0	205174.0	9000	700	5.0	0.001
372905.0	212579.0	9000	700	5.0	0.01
372905.0	202478.0	9000	700	5.0	0.1
372905.0	256903.0	9000	700	5.0	1.0
372905.0	200737.0	9000	700	25.0	0.001
372905.0	218098.0	9000	700	25.0	0.01
372905.0	216262.0	9000	700	25.0	0.1
372905.0	279562.0	9000	700	25.0	1.0
372905.0	248334.0	9000	700	125.0	0.001
372905.0	210552.0	9000	700	125.0	0.01
372905.0	227802.0	9000	700	125.0	0.1
372905.0	271111.0	9000	700	125.0	1.0
372905.0	223968.0	9000	800	1.0	0.001
372905.0	226182.0	9000	800	1.0	0.01
372905.0	229763.0	9000	800	1.0	0.1
372905.0	277958.0	9000	800	1.0	1.0
372905.0	276756.0	9000	800	5.0	0.001
372905.0	237014.0	9000	800	5.0	0.01
372905.0	252244.0	9000	800	5.0	0.1
372905.0	300869.0	9000	800	5.0	1.0
372905.0	220071.0	9000	800	25.0	0.001
372905.0	204648.0	9000	800	25.0	0.01
372905.0	207922.0	9000	800	25.0	0.1
372905.0	291835.0	9000	800	25.0	1.0
372905.0	217528.0	9000	800	125.0	0.001
372905.0	215368.0	9000	800	125.0	0.01
372905.0	251125.0	9000	800	125.0	0.1
372905.0	278181.0	9000	800	125.0	1.0
372905.0	222785.0	9000	900	1.0	0.001
372905.0	207861.0	9000	900	1.0	0.01
372905.0	264017.0	9000	900	1.0	0.1
372905.0	267440.0	9000	900	1.0	1.0
372905.0	203444.0	9000	900	5.0	0.001
372905.0	201182.0	9000	900	5.0	0.01
372905.0	236948.0	9000	900	5.0	0.1
372905.0	301905.0	9000	900	5.0	1.0
372905.0	198090.0	9000	900	25.0	0.001
372905.0	246493.0	9000	900	25.0	0.01
372905.0	221712.0	9000	900	25.0	0.1
372905.0	282725.0	9000	900	25.0	1.0
372905.0	203166.0	9000	900	125.0	0.001
372905.0	208697.0	9000	900	125.0	0.01
372905.0	207687.0	9000	900	125.0	0.1
372905.0	288446.0	9000	900	125.0	1.0
372905.0	203536.0	9000	1000	1.0	0.001
372905.0	205454.0	9000	1000	1.0	0.01
372905.0	215526.0	9000	1000	1.0	0.1
372905.0	298815.0	9000	1000	1.0	1.0
372905.0	217194.0	9000	1000	5.0	0.001
372905.0	210833.0	9000	1000	5.0	0.01
372905.0	208734.0	9000	1000	5.0	0.1
372905.0	308148.0	9000	1000	5.0	1.0
372905.0	213961.0	9000	1000	25.0	0.001
372905.0	243492.0	9000	1000	25.0	0.01
372905.0	217037.0	9000	1000	25.0	0.1
372905.0	339561.0	9000	1000	25.0	1.0
372905.0	205232.0	9000	1000	125.0	0.001
372905.0	199011.0	9000	1000	125.0	0.01
372905.0	229442.0	9000	1000	125.0	0.1
372905.0	294966.0	9000	1000	125.0	1.0
372905.0	212558.0	10000	100	1.0	0.001
372905.0	191981.0	10000	100	1.0	0.01
372905.0	317812.0	10000	100	1.0	0.1
372905.0	278654.0	10000	100	1.0	1.0
372905.0	234985.0	10000	100	5.0	0.001
372905.0	282698.0	10000	100	5.0	0.01
372905.0	208890.0	10000	100	5.0	0.1
372905.0	308976.0	10000	100	5.0	1.0
372905.0	232622.0	10000	100	25.0	0.001
372905.0	215288.0	10000	100	25.0	0.01
372905.0	226279.0	10000	100	25.0	0.1
372905.0	303858.0	10000	100	25.0	1.0
372905.0	204646.0	10000	100	125.0	0.001
372905.0	206773.0	10000	100	125.0	0.01
372905.0	223314.0	10000	100	125.0	0.1
372905.0	302401.0	10000	100	125.0	1.0
372905.0	207113.0	10000	200	1.0	0.001
372905.0	201972.0	10000	200	1.0	0.01
372905.0	208102.0	10000	200	1.0	0.1
372905.0	291944.0	10000	200	1.0	1.0
372905.0	202960.0	10000	200	5.0	0.001
372905.0	214362.0	10000	200	5.0	0.01
372905.0	215456.0	10000	200	5.0	0.1
372905.0	290241.0	10000	200	5.0	1.0
372905.0	224186.0	10000	200	25.0	0.001
372905.0	215186.0	10000	200	25.0	0.01
372905.0	209925.0	10000	200	25.0	0.1
372905.0	297080.0	10000	200	25.0	1.0
372905.0	212303.0	10000	200	125.0	0.001
372905.0	198949.0	10000	200	125.0	0.01
372905.0	222896.0	10000	200	125.0	0.1
372905.0	313236.0	10000	200	125.0	1.0
372905.0	208925.0	10000	300	1.0	0.001
372905.0	217662.0	10000	300	1.0	0.01
372905.0	228102.0	10000	300	1.0	0.1
372905.0	274492.0	10000	300	1.0	1.0
372905.0	241508.0	10000	300	5.0	0.001
372905.0	214872.0	10000	300	5.0	0.01
372905.0	214551.0	10000	300	5.0	0.1
372905.0	291099.0	10000	300	5.0	1.0
372905.0	244118.0	10000	300	25.0	0.001
372905.0	212874.0	10000	300	25.0	0.01
372905.0	212212.0	10000	300	25.0	0.1
372905.0	297825.0	10000	300	25.0	1.0
372905.0	221972.0	10000	300	125.0	0.001
372905.0	210594.0	10000	300	125.0	0.01
372905.0	214382.0	10000	300	125.0	0.1
372905.0	297900.0	10000	300	125.0	1.0
372905.0	195812.0	10000	400	1.0	0.001
372905.0	198052.0	10000	400	1.0	0.01
372905.0	208249.0	10000	400	1.0	0.1
372905.0	337027.0	10000	400	1.0	1.0
372905.0	198928.0	10000	400	5.0	0.001
372905.0	207584.0	10000	400	5.0	0.01
372905.0	289232.0	10000	400	5.0	0.1
372905.0	325386.0	10000	400	5.0	1.0
372905.0	216766.0	10000	400	25.0	0.001
372905.0	208387.0	10000	400	25.0	0.01
372905.0	212353.0	10000	400	25.0	0.1
372905.0	303064.0	10000	400	25.0	1.0
372905.0	210462.0	10000	400	125.0	0.001
372905.0	216892.0	10000	400	125.0	0.01
372905.0	212784.0	10000	400	125.0	0.1
372905.0	310454.0	10000	400	125.0	1.0
372905.0	212570.0	10000	500	1.0	0.001
372905.0	257927.0	10000	500	1.0	0.01
372905.0	291511.0	10000	500	1.0	0.1
372905.0	289789.0	10000	500	1.0	1.0
372905.0	216293.0	10000	500	5.0	0.001
372905.0	195617.0	10000	500	5.0	0.01
372905.0	320951.0	10000	500	5.0	0.1
372905.0	266624.0	10000	500	5.0	1.0
372905.0	277274.0	10000	500	25.0	0.001
372905.0	204628.0	10000	500	25.0	0.01
372905.0	226416.0	10000	500	25.0	0.1
372905.0	333888.0	10000	500	25.0	1.0
372905.0	209614.0	10000	500	125.0	0.001
372905.0	202824.0	10000	500	125.0	0.01
372905.0	211785.0	10000	500	125.0	0.1
372905.0	277486.0	10000	500	125.0	1.0
372905.0	235561.0	10000	600	1.0	0.001
372905.0	209814.0	10000	600	1.0	0.01
372905.0	259863.0	10000	600	1.0	0.1
372905.0	293384.0	10000	600	1.0	1.0
372905.0	220900.0	10000	600	5.0	0.001
372905.0	217765.0	10000	600	5.0	0.01
372905.0	209055.0	10000	600	5.0	0.1
372905.0	287590.0	10000	600	5.0	1.0
372905.0	218886.0	10000	600	25.0	0.001
372905.0	205912.0	10000	600	25.0	0.01
372905.0	222561.0	10000	600	25.0	0.1
372905.0	271225.0	10000	600	25.0	1.0
372905.0	214732.0	10000	600	125.0	0.001
372905.0	219496.0	10000	600	125.0	0.01
372905.0	204709.0	10000	600	125.0	0.1
372905.0	258394.0	10000	600	125.0	1.0
372905.0	206615.0	10000	700	1.0	0.001
372905.0	211527.0	10000	700	1.0	0.01
372905.0	214550.0	10000	700	1.0	0.1
372905.0	262897.0	10000	700	1.0	1.0
372905.0	211163.0	10000	700	5.0	0.001
372905.0	221655.0	10000	700	5.0	0.01
372905.0	221381.0	10000	700	5.0	0.1
372905.0	279123.0	10000	700	5.0	1.0
372905.0	204311.0	10000	700	25.0	0.001
372905.0	204825.0	10000	700	25.0	0.01
372905.0	250295.0	10000	700	25.0	0.1
372905.0	266905.0	10000	700	25.0	1.0
372905.0	201366.0	10000	700	125.0	0.001
372905.0	217183.0	10000	700	125.0	0.01
372905.0	259627.0	10000	700	125.0	0.1
372905.0	267468.0	10000	700	125.0	1.0
372905.0	212216.0	10000	800	1.0	0.001
372905.0	230888.0	10000	800	1.0	0.01
372905.0	205140.0	10000	800	1.0	0.1
372905.0	324207.0	10000	800	1.0	1.0
372905.0	223646.0	10000	800	5.0	0.001
372905.0	204726.0	10000	800	5.0	0.01
372905.0	232722.0	10000	800	5.0	0.1
372905.0	279656.0	10000	800	5.0	1.0
372905.0	210026.0	10000	800	25.0	0.001
372905.0	217094.0	10000	800	25.0	0.01
372905.0	232425.0	10000	800	25.0	0.1
372905.0	283663.0	10000	800	25.0	1.0
372905.0	275948.0	10000	800	125.0	0.001
372905.0	237171.0	10000	800	125.0	0.01
372905.0	198118.0	10000	800	125.0	0.1
372905.0	301465.0	10000	800	125.0	1.0
372905.0	224085.0	10000	900	1.0	0.001
372905.0	228377.0	10000	900	1.0	0.01
372905.0	217602.0	10000	900	1.0	0.1
372905.0	329687.0	10000	900	1.0	1.0
372905.0	199191.0	10000	900	5.0	0.001
372905.0	201843.0	10000	900	5.0	0.01
372905.0	208863.0	10000	900	5.0	0.1
372905.0	272410.0	10000	900	5.0	1.0
372905.0	224000.0	10000	900	25.0	0.001
372905.0	237696.0	10000	900	25.0	0.01
372905.0	221069.0	10000	900	25.0	0.1
372905.0	278201.0	10000	900	25.0	1.0
372905.0	253172.0	10000	900	125.0	0.001
372905.0	197075.0	10000	900	125.0	0.01
372905.0	211155.0	10000	900	125.0	0.1
372905.0	286686.0	10000	900	125.0	1.0
372905.0	214889.0	10000	1000	1.0	0.001
372905.0	221115.0	10000	1000	1.0	0.01
372905.0	216020.0	10000	1000	1.0	0.1
372905.0	288870.0	10000	1000	1.0	1.0
372905.0	219159.0	10000	1000	5.0	0.001
372905.0	211304.0	10000	1000	5.0	0.01
372905.0	239859.0	10000	1000	5.0	0.1
372905.0	279693.0	10000	1000	5.0	1.0
372905.0	202387.0	10000	1000	25.0	0.001
372905.0	212455.0	10000	1000	25.0	0.01
372905.0	207535.0	10000	1000	25.0	0.1
372905.0	262886.0	10000	1000	25.0	1.0
372905.0	211201.0	10000	1000	125.0	0.001
372905.0	200340.0	10000	1000	125.0	0.01
372905.0	209848.0	10000	1000	125.0	0.1
372905.0	293153.0	10000	1000	125.0	1.0
504733.0	344433.0	1000	100	1.0	0.001
504733.0	378344.0	1000	100	1.0	0.01
504733.0	362247.0	1000	100	1.0	0.1
504733.0	383491.0	1000	100	1.0	1.0
504733.0	346175.0	1000	100	5.0	0.001
504733.0	378257.0	1000	100	5.0	0.01
504733.0	363830.0	1000	100	5.0	0.1
504733.0	378774.0	1000	100	5.0	1.0
504733.0	340941.0	1000	100	25.0	0.001
504733.0	361705.0	1000	100	25.0	0.01
504733.0	383947.0	1000	100	25.0	0.1
504733.0	392558.0	1000	100	25.0	1.0
504733.0	390410.0	1000	100	125.0	0.001
504733.0	362084.0	1000	100	125.0	0.01
504733.0	333140.0	1000	100	125.0	0.1
504733.0	372167.0	1000	100	125.0	1.0
504733.0	416077.0	1000	200	1.0	0.001
504733.0	375628.0	1000	200	1.0	0.01
504733.0	385180.0	1000	200	1.0	0.1
504733.0	401195.0	1000	200	1.0	1.0
504733.0	340515.0	1000	200	5.0	0.001
504733.0	380812.0	1000	200	5.0	0.01
504733.0	373327.0	1000	200	5.0	0.1
504733.0	397472.0	1000	200	5.0	1.0
504733.0	382697.0	1000	200	25.0	0.001
504733.0	378223.0	1000	200	25.0	0.01
504733.0	354034.0	1000	200	25.0	0.1
504733.0	385027.0	1000	200	25.0	1.0
504733.0	361493.0	1000	200	125.0	0.001
504733.0	368737.0	1000	200	125.0	0.01
504733.0	371765.0	1000	200	125.0	0.1
504733.0	377729.0	1000	200	125.0	1.0
504733.0	368743.0	1000	300	1.0	0.001
504733.0	358811.0	1000	300	1.0	0.01
504733.0	366738.0	1000	300	1.0	0.1
504733.0	381478.0	1000	300	1.0	1.0
504733.0	378389.0	1000	300	5.0	0.001
504733.0	352260.0	1000	300	5.0	0.01
504733.0	378257.0	1000	300	5.0	0.1
504733.0	365902.0	1000	300	5.0	1.0
504733.0	338912.0	1000	300	25.0	0.001
504733.0	378722.0	1000	300	25.0	0.01
504733.0	388030.0	1000	300	25.0	0.1
504733.0	383478.0	1000	300	25.0	1.0
504733.0	353860.0	1000	300	125.0	0.001
504733.0	364444.0	1000	300	125.0	0.01
504733.0	348821.0	1000	300	125.0	0.1
504733.0	379999.0	1000	300	125.0	1.0
