Time	Total iterations	Partial iterations	k	lambda
20	6000	600	25.0	0.01
32	6000	600	25.0	0.1
0	6000	600	25.0	1.0
31	6000	600	125.0	0.001
31	6000	600	125.0	0.01
20	6000	600	125.0	0.1
0	6000	600	125.0	1.0
31	6000	700	1.0	0.001
32	6000	700	1.0	0.01
31	6000	700	1.0	0.1
0	6000	700	1.0	1.0
20	6000	700	5.0	0.001
31	6000	700	5.0	0.01
32	6000	700	5.0	0.1
0	6000	700	5.0	1.0
31	6000	700	25.0	0.001
20	6000	700	25.0	0.01
42	6000	700	25.0	0.1
7	6000	700	25.0	1.0
27	6000	700	125.0	0.001
25	6000	700	125.0	0.01
16	6000	700	125.0	0.1
16	6000	700	125.0	1.0
15	6000	800	1.0	0.001
31	6000	800	1.0	0.01
36	6000	800	1.0	0.1
0	6000	800	1.0	1.0
31	6000	800	5.0	0.001
16	6000	800	5.0	0.01
31	6000	800	5.0	0.1
0	6000	800	5.0	1.0
36	6000	800	25.0	0.001
31	6000	800	25.0	0.01
16	6000	800	25.0	0.1
16	6000	800	25.0	1.0
15	6000	800	125.0	0.001
36	6000	800	125.0	0.01
16	6000	800	125.0	0.1
15	6000	800	125.0	1.0
16	6000	900	1.0	0.001
31	6000	900	1.0	0.01
36	6000	900	1.0	0.1
0	6000	900	1.0	1.0
31	6000	900	5.0	0.001
16	6000	900	5.0	0.01
31	6000	900	5.0	0.1
0	6000	900	5.0	1.0
36	6000	900	25.0	0.001
15	6000	900	25.0	0.01
32	6000	900	25.0	0.1
0	6000	900	25.0	1.0
31	6000	900	125.0	0.001
36	6000	900	125.0	0.01
15	6000	900	125.0	0.1
16	6000	900	125.0	1.0
15	6000	1000	1.0	0.001
32	6000	1000	1.0	0.01
35	6000	1000	1.0	0.1
0	6000	1000	1.0	1.0
32	6000	1000	5.0	0.001
15	6000	1000	5.0	0.01
32	6000	1000	5.0	0.1
0	6000	1000	5.0	1.0
35	6000	1000	25.0	0.001
31	6000	1000	25.0	0.01
16	6000	1000	25.0	0.1
16	6000	1000	25.0	1.0
16	6000	1000	125.0	0.001
35	6000	1000	125.0	0.01
29	6000	1000	125.0	0.1
3	6000	1000	125.0	1.0
32	7000	100	1.0	0.001
31	7000	100	1.0	0.01
36	7000	100	1.0	0.1
0	7000	100	1.0	1.0
31	7000	100	5.0	0.001
31	7000	100	5.0	0.01
36	7000	100	5.0	0.1
0	7000	100	5.0	1.0
31	7000	100	25.0	0.001
31	7000	100	25.0	0.01
32	7000	100	25.0	0.1
0	7000	100	25.0	1.0
35	7000	100	125.0	0.001
31	7000	100	125.0	0.01
32	7000	100	125.0	0.1
0	7000	100	125.0	1.0
35	7000	200	1.0	0.001
32	7000	200	1.0	0.01
31	7000	200	1.0	0.1
0	7000	200	1.0	1.0
31	7000	200	5.0	0.001
36	7000	200	5.0	0.01
31	7000	200	5.0	0.1
0	7000	200	5.0	1.0
31	7000	200	25.0	0.001
36	7000	200	25.0	0.01
32	7000	200	25.0	0.1
0	7000	200	25.0	1.0
31	7000	200	125.0	0.001
44	7000	200	125.0	0.01
30	7000	200	125.0	0.1
0	7000	200	125.0	1.0
31	7000	300	1.0	0.001
36	7000	300	1.0	0.01
34	7000	300	1.0	0.1
4	7000	300	1.0	1.0
25	7000	300	5.0	0.001
31	7000	300	5.0	0.01
36	7000	300	5.0	0.1
0	7000	300	5.0	1.0
31	7000	300	25.0	0.001
31	7000	300	25.0	0.01
44	7000	300	25.0	0.1
0	7000	300	25.0	1.0
31	7000	300	125.0	0.001
31	7000	300	125.0	0.01
36	7000	300	125.0	0.1
0	7000	300	125.0	1.0
31	7000	400	1.0	0.001
32	7000	400	1.0	0.01
31	7000	400	1.0	0.1
0	7000	400	1.0	1.0
36	7000	400	5.0	0.001
31	7000	400	5.0	0.01
31	7000	400	5.0	0.1
0	7000	400	5.0	1.0
36	7000	400	25.0	0.001
31	7000	400	25.0	0.01
31	7000	400	25.0	0.1
0	7000	400	25.0	1.0
32	7000	400	125.0	0.001
36	7000	400	125.0	0.01
31	7000	400	125.0	0.1
0	7000	400	125.0	1.0
31	7000	500	1.0	0.001
36	7000	500	1.0	0.01
31	7000	500	1.0	0.1
0	7000	500	1.0	1.0
31	7000	500	5.0	0.001
51	7000	500	5.0	0.01
16	7000	500	5.0	0.1
16	7000	500	5.0	1.0
31	7000	500	25.0	0.001
31	7000	500	25.0	0.01
36	7000	500	25.0	0.1
5	7000	500	25.0	1.0
25	7000	500	125.0	0.001
32	7000	500	125.0	0.01
36	7000	500	125.0	0.1
0	7000	500	125.0	1.0
31	7000	600	1.0	0.001
31	7000	600	1.0	0.01
31	7000	600	1.0	0.1
0	7000	600	1.0	1.0
36	7000	600	5.0	0.001
31	7000	600	5.0	0.01
32	7000	600	5.0	0.1
0	7000	600	5.0	1.0
35	7000	600	25.0	0.001
32	7000	600	25.0	0.01
31	7000	600	25.0	0.1
15	7000	600	25.0	1.0
32	7000	600	125.0	0.001
20	7000	600	125.0	0.01
31	7000	600	125.0	0.1
16	7000	600	125.0	1.0
31	7000	700	1.0	0.001
20	7000	700	1.0	0.01
47	7000	700	1.0	0.1
0	7000	700	1.0	1.0
31	7000	700	5.0	0.001
36	7000	700	5.0	0.01
27	7000	700	5.0	0.1
0	7000	700	5.0	1.0
31	7000	700	25.0	0.001
32	7000	700	25.0	0.01
35	7000	700	25.0	0.1
16	7000	700	25.0	1.0
31	7000	700	125.0	0.001
32	7000	700	125.0	0.01
20	7000	700	125.0	0.1
15	7000	700	125.0	1.0
32	7000	800	1.0	0.001
35	7000	800	1.0	0.01
32	7000	800	1.0	0.1
4	7000	800	1.0	1.0
20	7000	800	5.0	0.001
31	7000	800	5.0	0.01
36	7000	800	5.0	0.1
0	7000	800	5.0	1.0
31	7000	800	25.0	0.001
31	7000	800	25.0	0.01
31	7000	800	25.0	0.1
16	7000	800	25.0	1.0
20	7000	800	125.0	0.001
32	7000	800	125.0	0.01
31	7000	800	125.0	0.1
0	7000	800	125.0	1.0
36	7000	900	1.0	0.001
31	7000	900	1.0	0.01
31	7000	900	1.0	0.1
0	7000	900	1.0	1.0
31	7000	900	5.0	0.001
36	7000	900	5.0	0.01
31	7000	900	5.0	0.1
0	7000	900	5.0	1.0
32	7000	900	25.0	0.001
42	7000	900	25.0	0.01
31	7000	900	25.0	0.1
0	7000	900	25.0	1.0
32	7000	900	125.0	0.001
36	7000	900	125.0	0.01
32	7000	900	125.0	0.1
0	7000	900	125.0	1.0
31	7000	1000	1.0	0.001
31	7000	1000	1.0	0.01
36	7000	1000	1.0	0.1
0	7000	1000	1.0	1.0
31	7000	1000	5.0	0.001
32	7000	1000	5.0	0.01
35	7000	1000	5.0	0.1
0	7000	1000	5.0	1.0
31	7000	1000	25.0	0.001
32	7000	1000	25.0	0.01
42	7000	1000	25.0	0.1
5	7000	1000	25.0	1.0
31	7000	1000	125.0	0.001
20	7000	1000	125.0	0.01
32	7000	1000	125.0	0.1
16	7000	1000	125.0	1.0
35	8000	100	1.0	0.001
31	8000	100	1.0	0.01
31	8000	100	1.0	0.1
0	8000	100	1.0	1.0
36	8000	100	5.0	0.001
47	8000	100	5.0	0.01
31	8000	100	5.0	0.1
0	8000	100	5.0	1.0
36	8000	100	25.0	0.001
31	8000	100	25.0	0.01
47	8000	100	25.0	0.1
0	8000	100	25.0	1.0
36	8000	100	125.0	0.001
31	8000	100	125.0	0.01
31	8000	100	125.0	0.1
16	8000	100	125.0	1.0
36	8000	200	1.0	0.001
31	8000	200	1.0	0.01
43	8000	200	1.0	0.1
4	8000	200	1.0	1.0
28	8000	200	5.0	0.001
32	8000	200	5.0	0.01
31	8000	200	5.0	0.1
19	8000	200	5.0	1.0
35	8000	200	25.0	0.001
31	8000	200	25.0	0.01
36	8000	200	25.0	0.1
0	8000	200	25.0	1.0
32	8000	200	125.0	0.001
47	8000	200	125.0	0.01
35	8000	200	125.0	0.1
4	8000	200	125.0	1.0
37	8000	300	1.0	0.001
32	8000	300	1.0	0.01
36	8000	300	1.0	0.1
0	8000	300	1.0	1.0
31	8000	300	5.0	0.001
47	8000	300	5.0	0.01
35	8000	300	5.0	0.1
1	8000	300	5.0	1.0
31	8000	300	25.0	0.001
31	8000	300	25.0	0.01
32	8000	300	25.0	0.1
18	8000	300	25.0	1.0
33	8000	300	125.0	0.001
31	8000	300	125.0	0.01
32	8000	300	125.0	0.1
15	8000	300	125.0	1.0
36	8000	400	1.0	0.001
31	8000	400	1.0	0.01
31	8000	400	1.0	0.1
0	8000	400	1.0	1.0
36	8000	400	5.0	0.001
47	8000	400	5.0	0.01
31	8000	400	5.0	0.1
0	8000	400	5.0	1.0
36	8000	400	25.0	0.001
31	8000	400	25.0	0.01
47	8000	400	25.0	0.1
0	8000	400	25.0	1.0
36	8000	400	125.0	0.001
31	8000	400	125.0	0.01
31	8000	400	125.0	0.1
16	8000	400	125.0	1.0
36	8000	500	1.0	0.001
31	8000	500	1.0	0.01
31	8000	500	1.0	0.1
0	8000	500	1.0	1.0
52	8000	500	5.0	0.001
38	8000	500	5.0	0.01
33	8000	500	5.0	0.1
2	8000	500	5.0	1.0
32	8000	500	25.0	0.001
31	8000	500	25.0	0.01
47	8000	500	25.0	0.1
5	8000	500	25.0	1.0
21	8000	500	125.0	0.001
47	8000	500	125.0	0.01
36	8000	500	125.0	0.1
0	8000	500	125.0	1.0
31	8000	600	1.0	0.001
47	8000	600	1.0	0.01
36	8000	600	1.0	0.1
0	8000	600	1.0	1.0
31	8000	600	5.0	0.001
47	8000	600	5.0	0.01
36	8000	600	5.0	0.1
0	8000	600	5.0	1.0
31	8000	600	25.0	0.001
47	8000	600	25.0	0.01
36	8000	600	25.0	0.1
0	8000	600	25.0	1.0
31	8000	600	125.0	0.001
47	8000	600	125.0	0.01
35	8000	600	125.0	0.1
0	8000	600	125.0	1.0
32	8000	700	1.0	0.001
47	8000	700	1.0	0.01
35	8000	700	1.0	0.1
0	8000	700	1.0	1.0
32	8000	700	5.0	0.001
47	8000	700	5.0	0.01
36	8000	700	5.0	0.1
6	8000	700	5.0	1.0
25	8000	700	25.0	0.001
47	8000	700	25.0	0.01
36	8000	700	25.0	0.1
0	8000	700	25.0	1.0
31	8000	700	125.0	0.001
47	8000	700	125.0	0.01
35	8000	700	125.0	0.1
1	8000	700	125.0	1.0
31	8000	800	1.0	0.001
31	8000	800	1.0	0.01
52	8000	800	1.0	0.1
0	8000	800	1.0	1.0
31	8000	800	5.0	0.001
31	8000	800	5.0	0.01
50	8000	800	5.0	0.1
2	8000	800	5.0	1.0
31	8000	800	25.0	0.001
31	8000	800	25.0	0.01
47	8000	800	25.0	0.1
3	8000	800	25.0	1.0
33	8000	800	125.0	0.001
31	8000	800	125.0	0.01
31	8000	800	125.0	0.1
17	8000	800	125.0	1.0
35	8000	900	1.0	0.001
31	8000	900	1.0	0.01
31	8000	900	1.0	0.1
16	8000	900	1.0	1.0
36	8000	900	5.0	0.001
31	8000	900	5.0	0.01
31	8000	900	5.0	0.1
0	8000	900	5.0	1.0
36	8000	900	25.0	0.001
47	8000	900	25.0	0.01
40	8000	900	25.0	0.1
4	8000	900	25.0	1.0
29	8000	900	125.0	0.001
31	8000	900	125.0	0.01
36	8000	900	125.0	0.1
16	8000	900	125.0	1.0
31	8000	1000	1.0	0.001
31	8000	1000	1.0	0.01
36	8000	1000	1.0	0.1
0	8000	1000	1.0	1.0
47	8000	1000	5.0	0.001
31	8000	1000	5.0	0.01
36	8000	1000	5.0	0.1
0	8000	1000	5.0	1.0
47	8000	1000	25.0	0.001
31	8000	1000	25.0	0.01
36	8000	1000	25.0	0.1
0	8000	1000	25.0	1.0
47	8000	1000	125.0	0.001
31	8000	1000	125.0	0.01
36	8000	1000	125.0	0.1
0	8000	1000	125.0	1.0
47	9000	100	1.0	0.001
31	9000	100	1.0	0.01
37	9000	100	1.0	0.1
0	9000	100	1.0	1.0
46	9000	100	5.0	0.001
47	9000	100	5.0	0.01
20	9000	100	5.0	0.1
0	9000	100	5.0	1.0
31	9000	100	25.0	0.001
47	9000	100	25.0	0.01
36	9000	100	25.0	0.1
0	9000	100	25.0	1.0
31	9000	100	125.0	0.001
57	9000	100	125.0	0.01
31	9000	100	125.0	0.1
0	9000	100	125.0	1.0
47	9000	200	1.0	0.001
36	9000	200	1.0	0.01
31	9000	200	1.0	0.1
0	9000	200	1.0	1.0
47	9000	200	5.0	0.001
36	9000	200	5.0	0.01
31	9000	200	5.0	0.1
16	9000	200	5.0	1.0
31	9000	200	25.0	0.001
51	9000	200	25.0	0.01
31	9000	200	25.0	0.1
0	9000	200	25.0	1.0
32	9000	200	125.0	0.001
51	9000	200	125.0	0.01
31	9000	200	125.0	0.1
0	9000	200	125.0	1.0
52	9000	300	1.0	0.001
31	9000	300	1.0	0.01
31	9000	300	1.0	0.1
16	9000	300	1.0	1.0
37	9000	300	5.0	0.001
46	9000	300	5.0	0.01
32	9000	300	5.0	0.1
0	9000	300	5.0	1.0
35	9000	300	25.0	0.001
47	9000	300	25.0	0.01
32	9000	300	25.0	0.1
0	9000	300	25.0	1.0
52	9000	300	125.0	0.001
31	9000	300	125.0	0.01
46	9000	300	125.0	0.1
4	9000	300	125.0	1.0
38	9000	400	1.0	0.001
31	9000	400	1.0	0.01
36	9000	400	1.0	0.1
0	9000	400	1.0	1.0
32	9000	400	5.0	0.001
46	9000	400	5.0	0.01
36	9000	400	5.0	0.1
0	9000	400	5.0	1.0
31	9000	400	25.0	0.001
47	9000	400	25.0	0.01
36	9000	400	25.0	0.1
0	9000	400	25.0	1.0
47	9000	400	125.0	0.001
31	9000	400	125.0	0.01
36	9000	400	125.0	0.1
0	9000	400	125.0	1.0
47	9000	500	1.0	0.001
48	9000	500	1.0	0.01
33	9000	500	1.0	0.1
1	9000	500	1.0	1.0
33	9000	500	5.0	0.001
51	9000	500	5.0	0.01
31	9000	500	5.0	0.1
0	9000	500	5.0	1.0
47	9000	500	25.0	0.001
36	9000	500	25.0	0.01
31	9000	500	25.0	0.1
0	9000	500	25.0	1.0
47	9000	500	125.0	0.001
36	9000	500	125.0	0.01
31	9000	500	125.0	0.1
16	9000	500	125.0	1.0
44	9000	600	1.0	0.001
40	9000	600	1.0	0.01
35	9000	600	1.0	0.1
0	9000	600	1.0	1.0
36	9000	600	5.0	0.001
46	9000	600	5.0	0.01
47	9000	600	5.0	0.1
0	9000	600	5.0	1.0
52	9000	600	25.0	0.001
31	9000	600	25.0	0.01
52	9000	600	25.0	0.1
0	9000	600	25.0	1.0
46	9000	600	125.0	0.001
47	9000	600	125.0	0.01
36	9000	600	125.0	0.1
0	9000	600	125.0	1.0
47	9000	700	1.0	0.001
39	9000	700	1.0	0.01
31	9000	700	1.0	0.1
15	9000	700	1.0	1.0
47	9000	700	5.0	0.001
36	9000	700	5.0	0.01
31	9000	700	5.0	0.1
16	9000	700	5.0	1.0
31	9000	700	25.0	0.001
36	9000	700	25.0	0.01
47	9000	700	25.0	0.1
0	9000	700	25.0	1.0
47	9000	700	125.0	0.001
36	9000	700	125.0	0.01
31	9000	700	125.0	0.1
0	9000	700	125.0	1.0
57	9000	800	1.0	0.001
29	9000	800	1.0	0.01
50	9000	800	1.0	0.1
3	9000	800	1.0	1.0
31	9000	800	5.0	0.001
47	9000	800	5.0	0.01
36	9000	800	5.0	0.1
0	9000	800	5.0	1.0
47	9000	800	25.0	0.001
31	9000	800	25.0	0.01
36	9000	800	25.0	0.1
0	9000	800	25.0	1.0
47	9000	800	125.0	0.001
46	9000	800	125.0	0.01
36	9000	800	125.0	0.1
0	9000	800	125.0	1.0
47	9000	900	1.0	0.001
31	9000	900	1.0	0.01
36	9000	900	1.0	0.1
0	9000	900	1.0	1.0
63	9000	900	5.0	0.001
35	9000	900	5.0	0.01
32	9000	900	5.0	0.1
15	9000	900	5.0	1.0
31	9000	900	25.0	0.001
36	9000	900	25.0	0.01
47	9000	900	25.0	0.1
0	9000	900	25.0	1.0
47	9000	900	125.0	0.001
37	9000	900	125.0	0.01
31	9000	900	125.0	0.1
0	9000	900	125.0	1.0
57	9000	1000	1.0	0.001
31	9000	1000	1.0	0.01
45	9000	1000	1.0	0.1
5	9000	1000	1.0	1.0
32	9000	1000	5.0	0.001
47	9000	1000	5.0	0.01
31	9000	1000	5.0	0.1
0	9000	1000	5.0	1.0
36	9000	1000	25.0	0.001
47	9000	1000	25.0	0.01
31	9000	1000	25.0	0.1
19	9000	1000	25.0	1.0
32	9000	1000	125.0	0.001
47	9000	1000	125.0	0.01
36	9000	1000	125.0	0.1
0	9000	1000	125.0	1.0
47	10000	100	1.0	0.001
47	10000	100	1.0	0.01
35	10000	100	1.0	0.1
0	10000	100	1.0	1.0
47	10000	100	5.0	0.001
49	10000	100	5.0	0.01
20	10000	100	5.0	0.1
15	10000	100	5.0	1.0
47	10000	100	25.0	0.001
38	10000	100	25.0	0.01
31	10000	100	25.0	0.1
16	10000	100	25.0	1.0
46	10000	100	125.0	0.001
36	10000	100	125.0	0.01
31	10000	100	125.0	0.1
16	10000	100	125.0	1.0
47	10000	200	1.0	0.001
40	10000	200	1.0	0.01
40	10000	200	1.0	0.1
4	10000	200	1.0	1.0
40	10000	200	5.0	0.001
47	10000	200	5.0	0.01
36	10000	200	5.0	0.1
0	10000	200	5.0	1.0
47	10000	200	25.0	0.001
31	10000	200	25.0	0.01
36	10000	200	25.0	0.1
15	10000	200	25.0	1.0
31	10000	200	125.0	0.001
47	10000	200	125.0	0.01
36	10000	200	125.0	0.1
16	10000	200	125.0	1.0
47	10000	300	1.0	0.001
35	10000	300	1.0	0.01
32	10000	300	1.0	0.1
15	10000	300	1.0	1.0
31	10000	300	5.0	0.001
52	10000	300	5.0	0.01
31	10000	300	5.0	0.1
16	10000	300	5.0	1.0
31	10000	300	25.0	0.001
51	10000	300	25.0	0.01
32	10000	300	25.0	0.1
0	10000	300	25.0	1.0
51	10000	300	125.0	0.001
47	10000	300	125.0	0.01
31	10000	300	125.0	0.1
0	10000	300	125.0	1.0
57	10000	400	1.0	0.001
48	10000	400	1.0	0.01
35	10000	400	1.0	0.1
0	10000	400	1.0	1.0
46	10000	400	5.0	0.001
32	10000	400	5.0	0.01
36	10000	400	5.0	0.1
16	10000	400	5.0	1.0
31	10000	400	25.0	0.001
52	10000	400	25.0	0.01
31	10000	400	25.0	0.1
0	10000	400	25.0	1.0
47	10000	400	125.0	0.001
51	10000	400	125.0	0.01
31	10000	400	125.0	0.1
0	10000	400	125.0	1.0
47	10000	500	1.0	0.001
52	10000	500	1.0	0.01
31	10000	500	1.0	0.1
0	10000	500	1.0	1.0
51	10000	500	5.0	0.001
47	10000	500	5.0	0.01
31	10000	500	5.0	0.1
0	10000	500	5.0	1.0
52	10000	500	25.0	0.001
47	10000	500	25.0	0.01
31	10000	500	25.0	0.1
0	10000	500	25.0	1.0
51	10000	500	125.0	0.001
47	10000	500	125.0	0.01
36	10000	500	125.0	0.1
4	10000	500	125.0	1.0
45	10000	600	1.0	0.001
39	10000	600	1.0	0.01
31	10000	600	1.0	0.1
15	10000	600	1.0	1.0
32	10000	600	5.0	0.001
46	10000	600	5.0	0.01
47	10000	600	5.0	0.1
0	10000	600	5.0	1.0
51	10000	600	25.0	0.001
31	10000	600	25.0	0.01
47	10000	600	25.0	0.1
0	10000	600	25.0	1.0
51	10000	600	125.0	0.001
47	10000	600	125.0	0.01
32	10000	600	125.0	0.1
0	10000	600	125.0	1.0
51	10000	700	1.0	0.001
47	10000	700	1.0	0.01
36	10000	700	1.0	0.1
0	10000	700	1.0	1.0
47	10000	700	5.0	0.001
46	10000	700	5.0	0.01
36	10000	700	5.0	0.1
0	10000	700	5.0	1.0
47	10000	700	25.0	0.001
51	10000	700	25.0	0.01
32	10000	700	25.0	0.1
0	10000	700	25.0	1.0
47	10000	700	125.0	0.001
55	10000	700	125.0	0.01
25	10000	700	125.0	0.1
15	10000	700	125.0	1.0
44	10000	800	1.0	0.001
47	10000	800	1.0	0.01
31	10000	800	1.0	0.1
0	10000	800	1.0	1.0
51	10000	800	5.0	0.001
47	10000	800	5.0	0.01
36	10000	800	5.0	0.1
0	10000	800	5.0	1.0
47	10000	800	25.0	0.001
47	10000	800	25.0	0.01
36	10000	800	25.0	0.1
0	10000	800	25.0	1.0
46	10000	800	125.0	0.001
49	10000	800	125.0	0.01
33	10000	800	125.0	0.1
0	10000	800	125.0	1.0
51	10000	900	1.0	0.001
36	10000	900	1.0	0.01
47	10000	900	1.0	0.1
0	10000	900	1.0	1.0
49	10000	900	5.0	0.001
34	10000	900	5.0	0.01
47	10000	900	5.0	0.1
0	10000	900	5.0	1.0
35	10000	900	25.0	0.001
47	10000	900	25.0	0.01
47	10000	900	25.0	0.1
0	10000	900	25.0	1.0
52	10000	900	125.0	0.001
41	10000	900	125.0	0.01
28	10000	900	125.0	0.1
15	10000	900	125.0	1.0
31	10000	1000	1.0	0.001
47	10000	1000	1.0	0.01
52	10000	1000	1.0	0.1
0	10000	1000	1.0	1.0
47	10000	1000	5.0	0.001
35	10000	1000	5.0	0.01
32	10000	1000	5.0	0.1
15	10000	1000	5.0	1.0
47	10000	1000	25.0	0.001
36	10000	1000	25.0	0.01
47	10000	1000	25.0	0.1
0	10000	1000	25.0	1.0
48	10000	1000	125.0	0.001
34	10000	1000	125.0	0.01
47	10000	1000	125.0	0.1
0	10000	1000	125.0	1.0
0	1000	100	1.0	0.001
0	1000	100	1.0	0.01
19	1000	100	1.0	0.1
4	1000	100	1.0	1.0
5	1000	100	5.0	0.001
4	1000	100	5.0	0.01
5	1000	100	5.0	0.1
3	1000	100	5.0	1.0
4	1000	100	25.0	0.001
0	1000	100	25.0	0.01
0	1000	100	25.0	0.1
0	1000	100	25.0	1.0
15	1000	100	125.0	0.001
0	1000	100	125.0	0.01
0	1000	100	125.0	0.1
16	1000	100	125.0	1.0
0	1000	200	1.0	0.001
0	1000	200	1.0	0.01
0	1000	200	1.0	0.1
16	1000	200	1.0	1.0
0	1000	200	5.0	0.001
0	1000	200	5.0	0.01
0	1000	200	5.0	0.1
15	1000	200	5.0	1.0
0	1000	200	25.0	0.001
0	1000	200	25.0	0.01
16	1000	200	25.0	0.1
5	1000	200	25.0	1.0
0	1000	200	125.0	0.001
0	1000	200	125.0	0.01
0	1000	200	125.0	0.1
15	1000	200	125.0	1.0
0	1000	300	1.0	0.001
0	1000	300	1.0	0.01
0	1000	300	1.0	0.1
16	1000	300	1.0	1.0
0	1000	300	5.0	0.001
0	1000	300	5.0	0.01
16	1000	300	5.0	0.1
0	1000	300	5.0	1.0
0	1000	300	25.0	0.001
0	1000	300	25.0	0.01
15	1000	300	25.0	0.1
0	1000	300	25.0	1.0
0	1000	300	125.0	0.001
16	1000	300	125.0	0.01
0	1000	300	125.0	0.1
0	1000	300	125.0	1.0
0	1000	400	1.0	0.001
15	1000	400	1.0	0.01
0	1000	400	1.0	0.1
0	1000	400	1.0	1.0
17	1000	400	5.0	0.001
3	1000	400	5.0	0.01
0	1000	400	5.0	0.1
0	1000	400	5.0	1.0
0	1000	400	25.0	0.001
16	1000	400	25.0	0.01
0	1000	400	25.0	0.1
0	1000	400	25.0	1.0
0	1000	400	125.0	0.001
16	1000	400	125.0	0.01
0	1000	400	125.0	0.1
0	1000	400	125.0	1.0
15	1000	500	1.0	0.001
0	1000	500	1.0	0.01
0	1000	500	1.0	0.1
0	1000	500	1.0	1.0
16	1000	500	5.0	0.001
0	1000	500	5.0	0.01
0	1000	500	5.0	0.1
16	1000	500	5.0	1.0
0	1000	500	25.0	0.001
0	1000	500	25.0	0.01
0	1000	500	25.0	0.1
15	1000	500	25.0	1.0
0	1000	500	125.0	0.001
0	1000	500	125.0	0.01
17	1000	500	125.0	0.1
5	1000	500	125.0	1.0
4	1000	600	1.0	0.001
5	1000	600	1.0	0.01
5	1000	600	1.0	0.1
5	1000	600	1.0	1.0
4	1000	600	5.0	0.001
5	1000	600	5.0	0.01
6	1000	600	5.0	0.1
2	1000	600	5.0	1.0
0	1000	600	25.0	0.001
0	1000	600	25.0	0.01
16	1000	600	25.0	0.1
0	1000	600	25.0	1.0
0	1000	600	125.0	0.001
0	1000	600	125.0	0.01
15	1000	600	125.0	0.1
0	1000	600	125.0	1.0
0	1000	700	1.0	0.001
16	1000	700	1.0	0.01
0	1000	700	1.0	0.1
0	1000	700	1.0	1.0
0	1000	700	5.0	0.001
18	1000	700	5.0	0.01
2	1000	700	5.0	0.1
0	1000	700	5.0	1.0
0	1000	700	25.0	0.001
16	1000	700	25.0	0.01
0	1000	700	25.0	0.1
0	1000	700	25.0	1.0
0	1000	700	125.0	0.001
15	1000	700	125.0	0.01
0	1000	700	125.0	0.1
0	1000	700	125.0	1.0
16	1000	800	1.0	0.001
0	1000	800	1.0	0.01
0	1000	800	1.0	0.1
0	1000	800	1.0	1.0
16	1000	800	5.0	0.001
0	1000	800	5.0	0.01
0	1000	800	5.0	0.1
15	1000	800	5.0	1.0
0	1000	800	25.0	0.001
0	1000	800	25.0	0.01
0	1000	800	25.0	0.1
16	1000	800	25.0	1.0
0	1000	800	125.0	0.001
0	1000	800	125.0	0.01
16	1000	800	125.0	0.1
4	1000	800	125.0	1.0
0	1000	900	1.0	0.001
0	1000	900	1.0	0.01
0	1000	900	1.0	0.1
15	1000	900	1.0	1.0
0	1000	900	5.0	0.001
0	1000	900	5.0	0.01
16	1000	900	5.0	0.1
0	1000	900	5.0	1.0
0	1000	900	25.0	0.001
0	1000	900	25.0	0.01
16	1000	900	25.0	0.1
0	1000	900	25.0	1.0
0	1000	900	125.0	0.001
0	1000	900	125.0	0.01
15	1000	900	125.0	0.1
0	1000	900	125.0	1.0
0	1000	1000	1.0	0.001
16	1000	1000	1.0	0.01
0	1000	1000	1.0	0.1
0	1000	1000	1.0	1.0
0	1000	1000	5.0	0.001
16	1000	1000	5.0	0.01
0	1000	1000	5.0	0.1
0	1000	1000	5.0	1.0
18	1000	1000	25.0	0.001
2	1000	1000	25.0	0.01
0	1000	1000	25.0	0.1
0	1000	1000	25.0	1.0
15	1000	1000	125.0	0.001
0	1000	1000	125.0	0.01
0	1000	1000	125.0	0.1
0	1000	1000	125.0	1.0
16	2000	100	1.0	0.001
16	2000	100	1.0	0.01
0	2000	100	1.0	0.1
0	2000	100	1.0	1.0
15	2000	100	5.0	0.001
16	2000	100	5.0	0.01
0	2000	100	5.0	0.1
0	2000	100	5.0	1.0
15	2000	100	25.0	0.001
0	2000	100	25.0	0.01
21	2000	100	25.0	0.1
0	2000	100	25.0	1.0
15	2000	100	125.0	0.001
0	2000	100	125.0	0.01
16	2000	100	125.0	0.1
0	2000	100	125.0	1.0
15	2000	200	1.0	0.001
0	2000	200	1.0	0.01
16	2000	200	1.0	0.1
0	2000	200	1.0	1.0
16	2000	200	5.0	0.001
0	2000	200	5.0	0.01
15	2000	200	5.0	0.1
0	2000	200	5.0	1.0
0	2000	200	25.0	0.001
20	2000	200	25.0	0.01
0	2000	200	25.0	0.1
16	2000	200	25.0	1.0
0	2000	200	125.0	0.001
16	2000	200	125.0	0.01
0	2000	200	125.0	0.1
15	2000	200	125.0	1.0
0	2000	300	1.0	0.001
16	2000	300	1.0	0.01
0	2000	300	1.0	0.1
16	2000	300	1.0	1.0
0	2000	300	5.0	0.001
15	2000	300	5.0	0.01
0	2000	300	5.0	0.1
16	2000	300	5.0	1.0
4	2000	300	25.0	0.001
0	2000	300	25.0	0.01
16	2000	300	25.0	0.1
0	2000	300	25.0	1.0
16	2000	300	125.0	0.001
0	2000	300	125.0	0.01
15	2000	300	125.0	0.1
0	2000	300	125.0	1.0
16	2000	400	1.0	0.001
0	2000	400	1.0	0.01
15	2000	400	1.0	0.1
0	2000	400	1.0	1.0
16	2000	400	5.0	0.001
0	2000	400	5.0	0.01
